Id,ABOTT_INDIA,ACC,AJANTA_PHARMA,AMBUJA_CEMENT,APPOLO_HOSPITAL_ENTERPRISE,ASHOK_LEYLAND,ASIAN_PAINTS,AUROBINDO_PHARMA,AVENUES_APARTMENT,AXIS_BANK,NCL,NESTLE_INDIA,NIIT,NTPC,RBL_BANK,RCOM,ROYAL_ORCHID_HOTELS,BAJAJ_AUTO,BOSCH,AIRTEL
1,0.0083938756,0.0036997021,0.0010125914,0.0149967398,-0.003934323,0.052748227,-0.0072844024,0.01097139,0.0093783089,-0.0094528268,0.0113602392,0.0254384466,-0.0188383046,0.0012890751,-0.0094002959,0.027835769,0.0009290802,-0.0055726293,0.0077033321,-0.0180445354
2,-0.0079818228,0.0140438247,0.0059344553,0.0141062376,0.0215969989,-0.000443066,0.0122309198,-0.0175773153,0.0377358491,-0.0322807635,-0.0091824645,0.0404696194,0.0010476689,-0.0044914982,0.0202468697,0.0382947977,-0.0277024992,0.011896064,0.0041158672,0.0197050763
3,0.0068434335,-0.018284932,0.0329841255,0.0088948188,-0.0008032129,0,-0.0017094017,0.0200439783,0.0159150348,0.0267316897,-0.0058892815,-0.0163610404,0.0047368421,0.0077594568,-0.0121929825,-0.0114285714,0.0259499537,-0.0033979948,-0.0008530523,0.0513101934
4,0.0016019854,0.0061653494,0.0526341135,0.004691689,-0.003415337,0.0080393033,0.0005235602,0.0123287671,0.0058385731,0.0221545278,0.0619136961,-0.0021564152,-0.0150336962,0.0078201369,0.0033444816,0.0137581463,0.0009276438,0.0224491744,0.00000537,0.019155481
5,0.0361081066,0.0377769459,0.0068363636,0.0682577566,-0.0048327138,0.0163413527,-0.0122733228,-0.001965308,-0.0037074917,0.018426248,0.0072440945,0.0047226996,-0.013803681,0.0165617754,-0.0028084957,-0.0050432277,0.0034129693,-0.0074086706,-0.0201295885,0.0163421913
6,0.0112334044,-0.0027829628,0.0042360502,-0.0150446638,0.0011164868,-0.023059867,-0.0111815641,-0.0131545662,-0.0060991105,-0.0259157509,-0.0215716487,-0.0027771978,0.0092879257,-0.040063593,-0.001227209,0.0168498168,0.0028002489,-0.0045269353,0.0176249044,-0.0127665544
7,-0.0302913062,0.1286245068,-0.0138762184,0.0745137661,-0.0127027453,0.0344036697,0.0230173677,0.006535393,0.0268119251,0.0096153846,0.0959135427,-0.0112858473,0.0625,-0.0056907999,0.0014044944,0.0317460317,0.0190234623,-0.0142426834,0.0397318945,-0.0033557047
8,0.025972515,0.0100201176,0.0229873766,0.019047619,0.0238069647,0.0144253141,0.0263440475,0.0121123615,0.0106477666,0.0118813734,0.0396769663,0.0062408826,0.0044052863,0.0183515776,-0.012482663,0.0200462606,0.0875862069,-0.0535004048,0.0234980999,0.0348719433
9,0.0042060699,0.014084507,0.048676213,0.0062160062,-0.025810167,0.0146364495,-0.0018221444,0.0228450927,-0.0039075327,0.0135596435,-0.0104239055,0.0062213841,0.0072102052,0.0051779935,0.0375966901,0.0156617071,0.0229276896,-0.0872847597,-0.0043306607,0.0014490654
10,0.013322562,-0.0144989174,-0.0166641341,-0.0137931034,-0.0154123711,-0.0424954792,0.0057855397,-0.0129228101,-0.0182779407,0.0059137734,-0.0625407166,-0.0117347551,0.0033388982,-0.003868472,-0.0160191167,-0.0237003058,-0.055,0.002495934,0.0024177373,0.0244952494
11,0.0208011943,0.0041542105,-0.0080888264,0.0005111168,-0.0083827438,-0.1392996109,0.009797518,-0.0147825344,-0.0070102433,-0.0257411021,-0.0115904701,-0.0116221105,-0.0456718003,-0.0016092694,0.0131814921,0,-0.0272373541,0.0031661417,0.0081140144,-0.0159240321
12,-0.0060626188,0.014934195,0.0262967928,0.0267646287,0.0367230141,0.0218687873,0.0142058001,0.0224532588,0.0071571346,0.0285796215,0.0196979645,0.0314478652,-0.0031762837,-0.0022479127,0.0139103555,0.0872817955,-0.0029097963,-0.0020955912,0.0019456425,-0.0114095898
13,-0.0034363535,-0.0501890041,-0.0556096611,-0.0334770479,-0.0325540859,-0.0534437335,-0.007234198,-0.0507546857,-0.0149576042,-0.001527009,-0.0616142945,0.0058862356,-0.030785018,0.0196463654,-0.0359365413,-0.0746153846,-0.0435992579,-0.0102903638,-0.0123235994,-0.0330959363
14,-0.0067424375,-0.009783938,0.0064199951,-0.0242514229,-0.0241632898,-0.0078416729,0.0082888193,-0.0057717678,-0.0070946585,-0.0248487669,-0.0339285714,0.0127708824,-0.0220772704,-0.007797271,-0.0095494401,-0.037037037,0.0003093102,0.0103484961,0.0102074708,-0.0103648425
15,0.0125779928,-0.0084882781,-0.0196973337,-0.0019757965,0.0020553439,0.0048780488,-0.0007730251,-0.0062274664,-0.0049573293,0.0012113306,0.0074962519,-0.014168597,-0.0128776622,0.0071989529,-0.0050099335,-0.0102639296,-0.0170264518,-0.0166278314,-0.0099163151,-0.0002763194
16,-0.002810794,-0.0078745899,-0.0003841906,-0.0080842724,-0.0112025379,-0.0048543689,-0.0081419548,-0.0114216282,-0.0013160368,0.0076049197,0.0054265903,0.0156591842,-0.0044378698,-0.0068248294,-0.001810657,-0.0236220472,-0.0272108844,0.0211391852,-0.0103606447,-0.0148359875
17,-0.0101226887,-0.0031979068,0.0148649966,-0.0111434109,0.00814552,0.0229182582,0.0039956012,-0.0094680254,0.0201706997,0.0169960852,0.0174846626,0.0106516164,0.0579029734,0.0181998676,0.0024200519,0.0211988304,0.0695982284,0.0235590384,-0.0078051713,0.0160420412
18,-0.000803297,0.001783829,0.0164470425,-0.0045816253,-0.0101894445,-0.0105820106,0.0311460538,0.0093132491,-0.0033452275,0.0182790472,0.0685021304,-0.00443274,0.0469688695,0.0056572379,0.0278962331,0.0081061164,-0.0137285491,-0.0017860982,0.0120944568,-0.0008290728
19,-0.0048658418,-0.011159509,0.0061306883,0.0002411963,-0.0322626969,0.0571314423,0.0007186897,0.0023540872,0.0155299599,0.0065570562,0.0488140254,-0.0015655892,0.0356334842,-0.0121630506,-0.0016851441,0.0014760148,0.0126382306,0.0180315173,-0.016897609,-0.0044022562
20,0.0079594182,0.0268362104,-0.025784209,0.0305741984,-0.0310746255,-0.0195848022,0.0234601835,-0.0144011521,0.0023999481,-0.0066109275,0.0104202848,0.0098816232,-0.0401737242,-0.0058823529,-0.0104440934,-0.0065982405,-0.0394537178,-0.0028204956,0.0289572979,-0.0081866558
21,0.0059699599,0.0118566727,0.0010207554,0.001493652,0.0170283019,-0.0131426363,-0.0002709188,-0.0033490152,0.0150776929,0.0044921875,-0.0068989307,0.0097683534,-0.0274551214,-0.0132215414,0.0092116918,0.0217228464,0.0213887167,0.0394932026,0.0016813823,-0.0101296596
22,-0.0112825445,0.0175451951,0.0422513805,0.0027458812,-0.0031972917,0.0153061224,-0.001236954,0.0399701468,-0.0020369275,-0.0011705033,-0.0441806792,-0.0000461,0.0122928915,0.0094401042,0.0253382981,0.0083081571,0.0112852665,0.0091224486,0.0035178283,0.0083072314
23,-0.0092792046,-0.018344168,0.0017762891,-0.0344661364,0.0164404512,0.0155440415,0.0232576537,-0.0059352073,0.0268537885,0.0043103448,-0.0800727934,-0.0037467312,-0.0300673924,-0.0366886171,-0.0037097358,-0.0405797101,-0.0099317194,0.0099603365,-0.0019898506,-0.036351706
24,-0.0094717046,0.0282750672,0.0071045234,0.0300397219,0.0342032424,0.0096579477,-0.0026431023,0.0071398921,0.0336146175,0.0107931478,0.0460025381,0.0023504044,0.0062597809,0.0217878885,0.0175858577,0.0337078652,0.0761523046,0.0341954234,0.0120189456,0.0123555201
25,0.0206111452,-0.0065643844,-0.0127661722,-0.0189965904,-0.0066771406,-0.0386847195,0.0017387868,-0.0201740828,-0.0117168654,-0.0052206462,-0.0331288344,-0.0206419264,0.0047169811,0.0179386823,-0.0030291904,0,-0.0170715693,-0.0170858269,0.002610807,0.004269513
26,-0.0466266078,-0.0366203397,-0.0212366653,-0.0322884751,-0.0030347528,-0.0256313607,-0.0066342153,0.0120194287,-0.0120859293,-0.0125474176,-0.0094196293,-0.0080660773,-0.0280183393,-0.0125603865,-0.0253198533,-0.0729166667,-0.0224646983,-0.0157665273,-0.0282240446,-0.0142049191
27,-0.0197831872,0.034380467,-0.0273334294,0.0258704062,-0.0139009557,0.0053050398,0.0156692317,-0.0005759421,-0.0081715347,-0.0021353004,-0.0027272727,0.0173718949,0.0155199172,0.0032310178,0.0001789709,-0.0170648464,-0.0238095238,0.0036255179,-0.011731635,0.0175321199
28,0.0315912715,0.0160754309,0.005360765,0.01001221,0.0138487888,-0.0333333333,-0.0111575461,-0.0061329626,-0.0092004015,-0.0181073096,-0.0328253224,0.0030696756,0.0041558442,-0.0137029955,0.0088471608,-0.0034013605,-0.0371040724,-0.0110041508,-0.0026756912,-0.0026695141
29,0.0182105934,0.0193406074,-0.0073349633,0.0377597567,0.0007345739,0.0088691796,0.0110012755,0.004765426,0.0032221253,0.022211398,0.0047114252,0.0029517258,0.0104986877,0.0125847047,0.0264084507,-0.0134228188,-0.0098566308,-0.0007765757,0.0014914949,0.0173818577
30,0.0199291439,-0.0039235689,-0.0102960714,-0.0005065856,-0.0260421635,-0.011687363,-0.0139140005,-0.0145737187,0.0025573726,-0.0113647308,-0.0017636684,0.0115215425,-0.032503809,-0.0117984694,-0.0087260035,-0.0261437908,0.0069172932,-0.0140430863,0.0086700984,-0.0108797851
31,0.0349448563,-0.0084422658,-0.0121859768,-0.013,-0.0100571321,0.0032979113,0.0027194262,0.013540128,0.0002019386,0.0046444122,-0.015625,0.0121294081,0.0255208333,0.0038412292,0.0047992617,0.0479452055,0.0039251208,0.0083877308,-0.0065388272,0.0029637613
32,0.0346827297,-0.010966178,-0.0265979287,-0.0167158309,0.0069414729,-0.0172848398,-0.0063053184,-0.00822007,-0.0229851041,-0.0101522843,0.0123022847,-0.0011429759,-0.0361445783,-0.0031908105,-0.0190131281,-0.0363036304,-0.0039097744,-0.0180915952,-0.0042868526,-0.0002693603
33,0.0223221799,-0.0030305355,-0.0076961383,-0.0073206442,0.0211681313,-0.0235583685,-0.003395652,0.0014671122,-0.0114101814,-0.0112689394,-0.0130095403,-0.011549384,-0.0099403579,0.0041653316,-0.0133988388,-0.0194174757,-0.0272088941,0.0097955633,-0.007519978,-0.0166865316
34,0.0071265129,-0.0028306939,0.0447923564,-0.0050983248,0.0600617602,-0.0199862164,-0.0037329393,0.0058206263,-0.0188185762,-0.0070521862,-0.0117142857,-0.0018197289,-0.0194931774,-0.0145247869,0.0019690325,-0.0283018868,-0.0344632768,-0.0056916476,-0.0069016096,0.0037219194
35,0.0263147491,-0.0179564237,0.0200221933,-0.0167104321,-0.0051712662,0.0161064426,0.0026902682,0.0427423491,-0.0158829807,-0.0148216767,-0.0277777778,-0.0074182617,-0.007256894,-0.0121646912,0,-0.0093457944,-0.0095131505,-0.006223567,0.0150752094,0.0001329434
36,-0.0043143831,0.0107453393,0.0203810368,0.0123247946,-0.0044347028,-0.0090215128,-0.0015960139,-0.0161480235,-0.0078480224,0.0054955291,-0.0241257793,-0.0011790176,-0.0295774648,-0.0055831266,0.0185978667,-0.0031055901,-0.0392473118,0.007395348,-0.0013869818,-0.0129904212
37,0.0017587583,-0.0026885792,0.0216778996,0.0048567266,-0.0199330569,0.0137179036,-0.0003502218,0.0324765544,0.0073409462,-0.0061099796,-0.004049676,-0.00632742,0.016221374,-0.0024752475,0.0119937264,0.0287539936,0.0373675404,0.0017175573,-0.0122504562,-0.019807074
38,-0.0079337757,0.0043355899,0.0168260625,0.001459144,-0.0146689638,-0.0199931058,0.0058713011,0.0067313576,0.000470795,0.0068039892,-0.0016172507,0.0012083645,-0.0066350711,0.0003095017,0.0183201804,-0.0094936709,0.0436554133,0.0022953328,-0.0093644141,0.0318513603
39,-0.0030110614,-0.0001521028,0.0535589202,-0.0009718173,0.0439362795,-0.018938113,-0.0079987575,0.0441807394,0.0245023956,-0.0105136955,-0.014084507,0.0100087832,0.0262645914,-0.0046210721,0.0108262108,0.0031746032,-0.0002909514,-0.0047075112,-0.0094826358,-0.0084221608
40,-0.0020085324,-0.0016703363,0.0171544448,0.0085763293,0.0462365591,-0.0073850285,0.0189515331,0.0120092379,0.0233637171,0.0225386647,0.0173019735,0.0034999616,0.0239043825,-0.0003079766,0.0155270518,-0.015625,0.079459799,0.0015427016,-0.0180863477,-0.0010516629
41,0.0129005804,0.0261784184,0.0013720432,0.0101485149,-0.0083173385,0.0163766633,-0.0073052904,0.0091358255,0.0461289545,0.0007550019,0.0246537396,0.0225528057,0.0737967914,0.0077591558,0.0091484185,0.1034482759,0.0156299841,0.0142045954,0.0577499281,0.0454920286
42,-0.0273280206,-0.0198923294,-0.020639613,0.0012391574,-0.0047755492,-0.0027220143,-0.006826338,0.0069464001,-0.0228404198,-0.0116593601,-0.0365625834,-0.0273536247,-0.0265486726,-0.0049413218,0.0127143702,-0.0793650794,-0.0730337079,-0.0112806786,-0.0123554509,-0.0216485142
43,-0.0194855983,-0.0150797232,-0.0111087488,-0.0081120944,0.0153000754,-0.025530504,-0.0090452261,-0.0042994672,-0.0293214915,-0.0020478451,-0.0270059725,-0.0088753062,-0.0409385921,-0.0143074581,0,-0.0425531915,-0.0337142857,-0.005754774,-0.0056846539,-0.0280972295
44,-0.0019065634,-0.0196136263,-0.0223954274,-0.0087719298,-0.0227440244,0.0168577208,-0.0092677696,-0.0387241689,-0.0218460556,-0.0113197129,-0.042039801,0.0249022806,-0.0103754941,-0.0161725067,-0.0184773145,-0.1203208556,-0.0212527964,0.0512690079,-0.0023773373,0.0235420011
45,-0.0093249453,0.0380405664,-0.0226499416,-0.0038834951,-0.0379374968,-0.0046979866,0.010604536,-0.0164369035,0.0009590793,0.0062974625,-0.041716329,0.0126293605,-0.0004938272,0.0099818512,-0.0078702371,0.0685714286,-0.0762076983,-0.0039629402,-0.0108217376,-0.0055865922
46,0.0074390381,-0.0025194686,-0.0308116356,-0.0122272836,-0.0175656847,-0.0036776998,-0.0055805719,-0.0236410699,0.0125926645,-0.010991024,-0.0200887643,0.0019487853,0.0165662651,-0.0030156815,-0.0096948959,0.0971786834,-0.0089605735,-0.011059413,-0.003720539,-0.0062128222
47,-0.008379577,-0.0107997885,-0.0329382646,-0.0192805079,0.0175705099,0.021167634,-0.0154225085,-0.0423070567,0.0111620295,-0.0010064965,-0.0032596042,-0.0155851677,0.0096300051,-0.0092620257,0.009305449,0.0424836601,-0.0594750783,0.0009852217,0.0232025666,0.0108230893
48,0.0143318941,-0.0016211122,0.0525551102,0.0035394054,-0.0055891239,0.0089562522,0.0231458148,0.0186868687,0.020067448,0.0148574612,0.0407075357,-0.006207701,0.0030503305,0.0136281042,0.0129239141,0.0736842105,0.0670606372,0.0113774299,0.0190282627,-0.0065047126
49,-0.0036786511,-0.0046904315,0.0223314894,-0.0018841262,0.0267810981,0.0048459675,-0.0004262905,0.0172974824,0.0664079191,0.0074843297,0.0048697346,0.007465507,-0.001015744,0.0003029385,0.0386556318,0.0070671378,0.0161879896,0.0084590931,0.0014921003,0.0139991924
50,0.0100626355,0.0148514851,-0.0089340102,0.0251086432,0.0008279002,-0.0061919505,0.0093882022,0.017868038,0.0333738087,0.0270971462,0.000243546,0.0023663849,0.0010167768,-0.0078148482,-0.0053207509,-0.0070175439,-0.0254452926,-0.0140860293,-0.0126283193,0.041059417
51,0.0068792805,-0.0107364852,-0.0079065317,-0.0052833814,-0.0049940792,0.0293909348,-0.0061426017,-0.0113744076,-0.016857794,-0.0056373017,-0.0012162491,0.001965464,0.0407407407,0.0081818182,-0.0068793619,-0.0104166667,0.0064020487,-0.0126100489,-0.0074548419,-0.0140922907
52,-0.0149962021,-0.0131236523,0.0061309283,0.0007209805,-0.0140609137,0.051377513,-0.0106923077,0.0254484404,0.025371861,-0.0102137318,-0.0060444874,0.0143673159,-0.0026385224,0.0039549741,0.0045067601,0.0746268657,-0.0190906807,0.0335857936,0.0282532838,0.0047196002
53,-0.0150957372,-0.021748618,-0.0359044502,-0.0170092133,-0.0302731971,-0.0950134771,-0.0053177245,-0.0211901055,-0.048629001,-0.0075089168,-0.0394797956,-0.0215610889,-0.0539191213,-0.0120228434,-0.0193478688,-0.1270358306,-0.0525940029,-0.0207380738,-0.0051451683,-0.004834922
54,-0.0063444398,-0.018105203,-0.0286134573,-0.0246543779,-0.0036782737,-0.0388601036,-0.0020997175,-0.0288929951,-0.0523693275,-0.0126042632,-0.020695929,-0.0006601239,-0.0351637765,-0.0065691251,-0.0076023392,-0.0725075529,-0.0386639213,-0.0147739567,-0.0124725465,-0.0125494476
55,0.0039754968,-0.0074081951,-0.0069271005,0.0267329075,-0.0088469765,0.0114641336,-0.0084039976,-0.0121961337,-0.0006015842,-0.0179302812,-0.0063276836,0.0059714037,-0.0202925908,-0.0126768868,-0.0018484288,0.5687203791,-0.0034199726,0.0038814208,-0.012465698,-0.0234447849
56,0.0224235235,-0.0008145918,0.0114871306,-0.0149149382,-0.012812515,0.010592519,0.0082057937,-0.0007461449,0.0070680893,-0.0001820002,0.0309878844,0.0094423118,0.0453872718,-0.003232442,0.0039066315,-0.1526104418,0.0238095238,-0.0069135017,-0.007748106,-0.0106747496
57,0.0092875716,-0.0251018576,-0.0151159516,-0.0142430508,0.0183248632,-0.0257981296,0.0089337287,-0.0133333333,0.0431134361,-0.0050701675,-0.0153704978,-0.0027158443,-0.0097703957,-0.0093158661,-0.006597458,-0.0777777778,0.0207290922,-0.00243412,0.0059949666,-0.0055045872
58,0.035745595,-0.0155676411,0.005380404,0.0013802622,-0.0180422265,-0.0420142107,0.0068625931,0.0029534826,-0.0208662771,-0.0017172813,-0.0233027112,0.0070319567,-0.0566820276,0.0250671441,-0.0053078556,-0.0145985401,-0.023499302,0.0064797884,-0.0216621733,-0.0108892922
59,0.0146324655,-0.0164482482,-0.0380459457,-0.0138384755,0.0159411105,0.0071561917,0.0616613156,0.0262692599,-0.0018871161,0.0101342098,-0.0008954556,0.0578815884,0.0240679566,-0.0035682426,-0.0018302668,-0.017921147,0.0213878327,-0.0040137209,-0.004183686,-0.0644026683
60,-0.0094930429,-0.0099298292,-0.0313132202,-0.0210970464,-0.0202044326,-0.008636644,-0.0076791112,-0.0247167022,0.0063186244,-0.0017316806,-0.0188886448,-0.0116091069,-0.025298988,-0.0120446533,0.0078640777,-0.073089701,-0.0392694064,-0.0161607376,-0.0124450836,0.0239692002
61,0.0067121066,-0.0057590417,-0.0186024429,-0.0210869565,-0.0232796828,-0.020247809,0.0153450564,-0.0150436752,-0.0104889132,0.0135796767,0.0580990007,-0.0027366608,-0.0073059361,-0.0061313869,-0.0068460129,-0.0066006601,-0.0135135135,-0.0060516988,-0.006171007,0.0046163444
62,-0.0022801017,-0.0041946584,0.0029001818,-0.0214847905,-0.0067191844,0.002423508,-0.006018633,-0.0034657854,-0.000068327,0.0117768016,-0.0216007276,0.003141367,0.0214552239,0.004398827,-0.0086981457,-0.0257234727,-0.0203000883,-0.0086731458,-0.0248419359,0.0069095477
63,-0.004175962,-0.0030058483,-0.0361315087,-0.0080185693,-0.0174384192,0.005789153,0.0156164957,0.0128990122,-0.0174549361,0.0281568326,-0.0139013453,-0.0016203182,-0.0372698698,-0.0032154341,0.0023953243,0.013029316,0.0564102564,0.0091852621,0.0120350733,0.003530005
64,-0.001458662,-0.0055559166,-0.0537702329,-0.0145560408,0.0295317114,0.003362886,-0.0101533361,-0.0108212872,-0.0021436945,-0.0227272727,-0.0212859337,-0.0018585323,0.0027014858,-0.0192087156,0.0035576923,0.0199335548,-0.0117484451,-0.0273898853,-0.004858239,-0.0192878338
65,0.027943022,-0.0141575913,-0.0558723769,-0.0211683289,-0.0136853299,0.0130071229,-0.0124820954,-0.0209519292,-0.0004352484,0.0170980991,-0.0231511254,-0.0112640937,-0.0233069481,0.0231739513,0.0034735623,-0.062305296,-0.0211950395,0.002242644,-0.004062492,-0.0088235294
66,-0.0010257245,-0.0142090306,-0.0073994598,-0.0174,-0.0066593185,-0.0182426269,0.0179977503,-0.0134934872,0.0001674313,0.0104237043,-0.0285297793,-0.0193858404,-0.0108742932,-0.0092996222,-0.0240135606,0.0524590164,-0.0031467746,0.0058514247,0.0028810572,-0.0037846417
67,-0.0043686527,0.0148038964,-0.0005916066,0.0224948875,0.0150102555,0.0151234568,0.0132550973,0.0171360571,0.0063352991,-0.0386899239,-0.01457008,0.0385150428,0.015459364,0.007023705,-0.0097911227,-0.0408805031,-0.00402955,0.0038136747,-0.0093688892,0.001467172
68,0.013471443,0.0086619263,-0.0088323682,0.0072090628,-0.0070357341,-0.0046082949,0.0212096392,0.0031036129,0.0065122274,0.0896774846,-0.0053072056,-0.0004469434,0.0004418913,-0.0081277213,0.0316498316,-0.0535714286,0.0051755176,0.0175669589,-0.0022744928,0.0002445885
69,-0.01699719,-0.0118804292,0.0060467517,-0.0114029729,-0.0064385578,-0.0073193047,-0.0046341987,0.0070524122,-0.0042218319,-0.0077247191,0.0363867146,0.0374256553,-0.0008830022,0.0026193248,-0.0021119324,-0.0508474576,0.0180985109,-0.0047587848,0.0046648857,-0.0260838495
70,-0.0032595836,-0.0002235065,-0.0154281773,-0.0056691638,-0.0200108167,0.0321057602,-0.0066916716,-0.0186394023,0.0027432519,-0.0135576447,0.0023324852,-0.0100472612,-0.0078843627,-0.006362059,0.0181800411,-0.0139275766,-0.0146726862,0.0035124146,-0.0024327049,0.0337355331
71,0.0110915808,-0.0010525644,-0.0070290534,-0.0004047764,-0.0189680329,-0.0031377471,-0.0046665535,-0.008654296,-0.0087619176,-0.0023694343,-0.0059021922,-0.0113340318,-0.0264392324,-0.0037453184,0.0182125796,-0.1047381546,0.0636254502,0.0125085405,-0.0024369624,0.0060696148
72,0.0010671663,0.001309444,0.0151492974,0.0028414857,-0.0015451174,0.0264090177,0.0168233975,0.0368633791,0.0100708691,0.0011861224,-0.0054507338,-0.0262890872,0.0747021082,-0.0040172166,-0.007212726,-0.0171568627,-0.0095124851,0.0001576955,0.0088450106,0.0072364317
73,-0.0040485501,-0.0055264412,-0.0116455696,-0.0036400404,0.0094924016,0.0278053625,-0.0065992458,0.0021874747,-0.0081391047,-0.0148977605,-0.0134436401,0.0013000492,0.0415274463,-0.0180332488,-0.0054048742,-0.0192307692,-0.0209545984,-0.0005253756,-0.002958398,0.0146854032
74,-0.0031461547,0.000699234,-0.0020932583,0.0100081699,0.0433347282,0.0130784708,-0.0037993597,0.0121361214,-0.0041531299,-0.0100250627,0.0089732888,0.0185154277,0.0164968462,-0.0047672462,-0.0009817396,-0.0118764846,-0.0216400911,-0.0026374164,0.0056358925,0.0263773389
75,-0.0181296952,-0.0072257983,0.0065387969,0.0014317856,-0.009167972,0.0003354579,-0.0033187253,-0.016214908,-0.0090607368,-0.0260069477,-0.0014586372,-0.0031998846,-0.0259924386,0.0064916737,-0.0063408448,-0.0023696682,0.0702096538,-0.0001222494,-0.0001776999,0.009179124
76,-0.0234433768,0.0079832066,-0.0046282904,0.0126346313,-0.0091299187,-0.0122597747,-0.0023346634,-0.0064919452,0.0170807453,-0.0177978606,-0.0123482198,0.0310187885,-0.0018867925,0.0198618307,0.0048029798,0,0.1969652758,0.0081695894,-0.0061759677,0.0108695652
77,-0.0076953266,0.0218401638,0.0132629882,0.0174920969,0.0120582121,0.0097022416,0.0129858961,0.0060474117,0.0083736129,0.0005536077,-0.0010279605,0.0060283239,-0.0243902439,0.015492546,0.017351416,-0.0538116592,-0.0103956107,0.0180684018,-0.0030873805,-0.0015881419
78,0.0694070691,0.00848902,-0.0130536973,0.003807912,0.0045015779,0.0314009662,-0.0011596444,0.0159744409,-0.000816271,-0.0116724421,-0.0010269049,0.0075283836,0.0230696798,0.0106351551,0.005111757,0.002247191,0.0066860465,0.0091348154,-0.0276797122,-0.0060510392
79,0.0510223498,-0.0065772337,0.0051611965,-0.0040033713,-0.0256827636,0.0003451847,0.0074859368,-0.0110985094,-0.0019010116,0.0163113994,-0.0155681359,0.0181445903,-0.0051522248,0.0050475059,-0.0097270471,-0.0262582057,-0.0131956397,0.0031755825,0.0133292104,-0.0115719672
80,0.0048409946,-0.002824767,-0.0038379377,0.0095724314,0.0217130186,-0.0030970406,0.0001731152,0.0152985688,-0.0105800558,-0.0119047619,0.0048760666,-0.0035103399,-0.0134011091,0.0002970003,0.0057901567,-0.0172043011,-0.0391400221,-0.004192266,0.0062661904,-0.0025936973
81,-0.0022113533,-0.0016207981,0.0022135133,-0.0075997467,0.0200273314,-0.0064957265,-0.0023746816,-0.0066993464,0.0347548049,0.0542575787,0.010885192,0.0136972421,-0.0274157303,-0.0044352454,0.0100836947,-0.0231092437,0.0088987764,-0.0012452851,-0.0100771311,0.0126066973
82,0.0117748219,-0.0070170921,-0.0114785853,-0.0087884495,-0.012930834,-0.0010245902,0.0124584718,-0.0125050424,0.0122427441,0.0343519073,-0.0265893643,0.0039554784,-0.0133037694,0,0.0044565988,-0.022587269,0.0315547906,-0.004527407,0.0064624101,-0.0120653866
